,DC01,DC02,DC03,DC04,DC05,DC06,DC07,DC08,DC09,DC10,DC11,DC12,DC13,DC14,DC15,DC16,DC17,DC18,DC19,DC20,DC21,DC22,DC23,DC24,DC25,DC26,DC27,DC28,DC29,DC30,DC31,DC32,DC33,DC34,DC35,DC36,DC37,DC38,DC39,DC40,DC41,DC42,DC43,DC44,DC45,DC46,DC47,DC48,DC49,DC50,DC51,DC52,DC53,DC54,DC55,DC56,DC57,DC58,DC59,DC60,DC61,DC62,DC63,DC64,DC65,DC66,DC67,DC68,DC69,DC70,DC71,DC72,DC73,DC74,DC75,DC76,DC77,DC78,DC79,DC80,DC81,DC82,DC83,DC84,DC85,DC86,DC87,DC88,DC89,DC90,DC91,DC92,DC93,DC94,DC95
DC35,1.0,39.0,28.0,2.0,27.0,21.0,12.0,0.0,16.0,19.0,1.0,56.0,0.0,0.0,51.0,18.0,30.0,15.0,16.0,47.0,16.0,53.0,55.0,1.0,0.0,33.0,0.0,16.0,56.0,50.0,44.0,36.0,18.0,17.0,100.0,12.0,44.0,18.0,30.0,50.0,34.0,13.0,19.0,18.0,24.0,11.0,12.0,39.0,16.0,48.0,29.0,21.0,19.0,12.0,13.0,7.0,24.0,44.0,11.0,43.0,39.0,11.0,10.0,43.0,47.0,23.0,54.0,7.0,11.0,14.0,53.0,50.0,30.0,27.0,50.0,26.0,21.0,65.0,48.0,53.0,41.0,14.0,49.0,47.0,48.0,55.0,15.0,19.0,45.0,54.0,55.0,22.0,27.0,19.0,44.0
DC36,0.0,8.0,42.0,0.0,51.0,54.0,61.0,0.0,55.0,44.0,0.0,16.0,0.0,0.0,15.0,52.0,29.0,53.0,46.0,24.0,46.0,8.0,16.0,0.0,0.0,33.0,0.0,58.0,15.0,20.0,20.0,28.0,47.0,50.0,12.0,100.0,23.0,53.0,28.0,19.0,31.0,54.0,51.0,54.0,39.0,53.0,60.0,22.0,49.0,14.0,40.0,38.0,45.0,57.0,49.0,64.0,49.0,26.0,58.0,12.0,21.0,51.0,56.0,31.0,20.0,54.0,17.0,58.0,58.0,56.0,18.0,20.0,35.0,44.0,17.0,39.0,54.0,9.0,14.0,18.0,25.0,57.0,19.0,23.0,14.0,8.0,51.0,58.0,19.0,18.0,17.0,52.0,39.0,51.0,23.0
DC37,1.0,31.0,29.0,1.0,29.0,17.0,19.0,0.0,23.0,28.0,1.0,44.0,0.0,0.0,44.0,19.0,35.0,18.0,28.0,50.0,22.0,42.0,40.0,2.0,0.0,36.0,0.0,16.0,40.0,42.0,38.0,48.0,34.0,22.0,44.0,23.0,100.0,24.0,28.0,45.0,34.0,15.0,23.0,21.0,36.0,20.0,20.0,41.0,26.0,43.0,31.0,33.0,22.0,19.0,19.0,18.0,26.0,33.0,19.0,40.0,39.0,20.0,23.0,45.0,37.0,28.0,47.0,21.0,19.0,22.0,32.0,44.0,32.0,28.0,42.0,35.0,18.0,44.0,43.0,44.0,42.0,18.0,36.0,41.0,40.0,44.0,24.0,25.0,52.0,46.0,45.0,21.0,32.0,26.0,38.0
DC38,0.0,4.0,40.0,0.0,51.0,53.0,65.0,0.0,44.0,41.0,0.0,18.0,0.0,0.0,23.0,59.0,44.0,60.0,56.0,22.0,56.0,14.0,17.0,0.0,0.0,36.0,0.0,58.0,23.0,16.0,11.0,29.0,49.0,56.0,18.0,53.0,24.0,100.0,40.0,16.0,30.0,53.0,50.0,54.0,40.0,54.0,53.0,20.0,42.0,19.0,39.0,43.0,50.0,59.0,47.0,64.0,55.0,26.0,59.0,17.0,21.0,62.0,57.0,28.0,27.0,43.0,20.0,59.0,56.0,62.0,22.0,26.0,45.0,48.0,31.0,41.0,40.0,15.0,25.0,16.0,24.0,62.0,20.0,15.0,21.0,11.0,58.0,56.0,20.0,18.0,22.0,50.0,52.0,51.0,18.0
DC39,3.0,18.0,36.0,0.0,41.0,41.0,30.0,1.0,39.0,22.0,1.0,31.0,0.0,0.0,33.0,45.0,51.0,46.0,34.0,31.0,43.0,32.0,31.0,0.0,0.0,32.0,0.0,36.0,39.0,28.0,33.0,34.0,33.0,43.0,30.0,28.0,28.0,40.0,100.0,37.0,29.0,37.0,45.0,38.0,34.0,31.0,40.0,36.0,38.0,23.0,40.0,52.0,37.0,34.0,46.0,35.0,50.0,37.0,38.0,21.0,38.0,38.0,35.0,34.0,40.0,29.0,31.0,35.0,38.0,41.0,31.0,35.0,46.0,40.0,39.0,42.0,39.0,30.0,32.0,27.0,37.0,34.0,33.0,37.0,28.0,27.0,33.0,43.0,29.0,30.0,33.0,44.0,40.0,39.0,40.0
DC40,1.0,45.0,27.0,3.0,23.0,21.0,11.0,0.0,17.0,25.0,2.0,46.0,0.0,1.0,53.0,16.0,32.0,18.0,14.0,49.0,20.0,43.0,53.0,2.0,0.0,27.0,0.0,15.0,51.0,52.0,46.0,38.0,22.0,14.0,50.0,19.0,45.0,16.0,37.0,100.0,33.0,13.0,18.0,17.0,30.0,16.0,14.0,47.0,26.0,37.0,33.0,29.0,17.0,13.0,25.0,13.0,21.0,39.0,17.0,40.0,38.0,17.0,16.0,48.0,43.0,20.0,52.0,14.0,9.0,18.0,41.0,41.0,25.0,20.0,46.0,24.0,21.0,50.0,51.0,52.0,37.0,12.0,51.0,48.0,51.0,54.0,13.0,19.0,43.0,49.0,47.0,21.0,26.0,17.0,42.0
DC41,4.0,36.0,37.0,3.0,28.0,29.0,34.0,1.0,41.0,38.0,2.0,31.0,1.0,2.0,40.0,40.0,34.0,33.0,32.0,24.0,27.0,32.0,31.0,3.0,1.0,40.0,1.0,28.0,21.0,36.0,40.0,38.0,28.0,32.0,34.0,31.0,34.0,30.0,29.0,33.0,100.0,22.0,33.0,32.0,29.0,32.0,37.0,37.0,40.0,32.0,38.0,29.0,36.0,31.0,38.0,32.0,32.0,27.0,26.0,34.0,34.0,26.0,34.0,38.0,29.0,31.0,33.0,33.0,31.0,26.0,30.0,25.0,37.0,28.0,28.0,43.0,27.0,35.0,26.0,33.0,36.0,33.0,26.0,33.0,34.0,29.0,25.0,40.0,37.0,30.0,32.0,31.0,31.0,30.0,31.0
DC42,0.0,8.0,37.0,0.0,61.0,58.0,70.0,0.0,50.0,42.0,0.0,15.0,0.0,0.0,12.0,65.0,32.0,69.0,62.0,10.0,59.0,9.0,8.0,0.0,0.0,40.0,0.0,71.0,13.0,11.0,17.0,28.0,48.0,61.0,13.0,54.0,15.0,53.0,37.0,13.0,22.0,100.0,56.0,63.0,36.0,66.0,62.0,23.0,45.0,10.0,39.0,44.0,54.0,60.0,47.0,66.0,52.0,30.0,63.0,9.0,20.0,66.0,50.0,20.0,25.0,56.0,7.0,65.0,70.0,67.0,14.0,21.0,38.0,44.0,16.0,31.0,57.0,8.0,10.0,13.0,24.0,69.0,14.0,20.0,12.0,6.0,66.0,57.0,10.0,15.0,19.0,55.0,50.0,63.0,13.0
DC43,0.0,9.0,33.0,0.0,57.0,46.0,54.0,0.0,51.0,41.0,0.0,22.0,0.0,0.0,22.0,55.0,45.0,54.0,42.0,20.0,52.0,16.0,12.0,0.0,0.0,47.0,0.0,56.0,21.0,13.0,22.0,29.0,46.0,50.0,19.0,51.0,23.0,50.0,45.0,18.0,33.0,56.0,100.0,56.0,30.0,53.0,56.0,28.0,51.0,21.0,42.0,48.0,48.0,51.0,45.0,49.0,55.0,29.0,53.0,17.0,37.0,53.0,55.0,26.0,30.0,51.0,17.0,58.0,63.0,57.0,18.0,21.0,45.0,48.0,28.0,43.0,46.0,15.0,19.0,22.0,35.0,53.0,21.0,28.0,13.0,12.0,46.0,47.0,19.0,26.0,28.0,48.0,42.0,50.0,27.0
DC44,0.0,7.0,45.0,0.0,52.0,46.0,60.0,0.0,52.0,43.0,0.0,19.0,0.0,0.0,19.0,54.0,32.0,59.0,57.0,10.0,47.0,12.0,8.0,0.0,0.0,38.0,0.0,63.0,12.0,17.0,16.0,23.0,45.0,50.0,18.0,54.0,21.0,54.0,38.0,17.0,32.0,63.0,56.0,100.0,43.0,53.0,58.0,19.0,44.0,16.0,43.0,38.0,53.0,67.0,49.0,59.0,52.0,29.0,64.0,8.0,22.0,55.0,54.0,25.0,17.0,51.0,11.0,57.0,53.0,59.0,22.0,24.0,41.0,48.0,18.0,35.0,52.0,12.0,12.0,17.0,26.0,57.0,15.0,19.0,14.0,5.0,54.0,56.0,15.0,20.0,21.0,54.0,33.0,54.0,17.0
DC45,1.0,18.0,32.0,0.0,40.0,35.0,40.0,1.0,40.0,33.0,2.0,37.0,0.0,0.0,33.0,33.0,37.0,32.0,40.0,42.0,31.0,34.0,29.0,1.0,0.0,36.0,0.0,36.0,41.0,37.0,36.0,35.0,37.0,30.0,24.0,39.0,36.0,40.0,34.0,30.0,29.0,36.0,30.0,43.0,100.0,35.0,40.0,35.0,36.0,35.0,42.0,32.0,34.0,36.0,40.0,37.0,37.0,39.0,38.0,29.0,35.0,34.0,40.0,38.0,32.0,32.0,37.0,33.0,30.0,36.0,26.0,44.0,35.0,34.0,37.0,34.0,38.0,27.0,36.0,35.0,35.0,36.0,34.0,27.0,30.0,27.0,32.0,40.0,31.0,30.0,31.0,35.0,43.0,35.0,34.0
DC46,0.0,12.0,34.0,0.0,48.0,52.0,62.0,1.0,48.0,53.0,0.0,13.0,0.0,0.0,14.0,51.0,37.0,55.0,51.0,17.0,48.0,14.0,10.0,1.0,0.0,42.0,0.0,62.0,16.0,14.0,19.0,23.0,56.0,47.0,11.0,53.0,20.0,54.0,31.0,16.0,32.0,66.0,53.0,53.0,35.0,100.0,56.0,22.0,60.0,17.0,33.0,41.0,51.0,59.0,55.0,58.0,49.0,24.0,62.0,16.0,22.0,70.0,60.0,23.0,21.0,52.0,7.0,64.0,61.0,55.0,10.0,23.0,42.0,40.0,16.0,33.0,44.0,12.0,16.0,14.0,34.0,58.0,17.0,18.0,14.0,11.0,54.0,52.0,15.0,15.0,16.0,47.0,42.0,58.0,11.0
DC47,1.0,9.0,44.0,0.0,54.0,54.0,64.0,0.0,54.0,48.0,1.0,13.0,0.0,0.0,12.0,57.0,37.0,67.0,50.0,14.0,60.0,14.0,9.0,0.0,0.0,32.0,0.0,63.0,13.0,13.0,16.0,25.0,41.0,56.0,12.0,60.0,20.0,53.0,40.0,14.0,37.0,62.0,56.0,58.0,40.0,56.0,100.0,25.0,50.0,15.0,43.0,49.0,56.0,55.0,52.0,66.0,47.0,30.0,58.0,7.0,21.0,55.0,62.0,26.0,22.0,53.0,14.0,63.0,65.0,53.0,17.0,21.0,42.0,48.0,18.0,39.0,54.0,7.0,12.0,17.0,24.0,57.0,13.0,20.0,16.0,7.0,62.0,56.0,13.0,17.0,17.0,55.0,47.0,65.0,18.0
DC48,0.0,34.0,22.0,2.0,26.0,21.0,17.0,0.0,28.0,24.0,1.0,46.0,0.0,1.0,50.0,25.0,35.0,18.0,25.0,47.0,23.0,48.0,41.0,1.0,0.0,35.0,0.0,18.0,46.0,47.0,43.0,51.0,20.0,24.0,39.0,22.0,41.0,20.0,36.0,47.0,37.0,23.0,28.0,19.0,35.0,22.0,25.0,100.0,23.0,44.0,32.0,35.0,28.0,24.0,29.0,17.0,23.0,44.0,22.0,43.0,47.0,16.0,22.0,43.0,48.0,24.0,54.0,15.0,20.0,16.0,39.0,46.0,30.0,25.0,49.0,35.0,30.0,38.0,52.0,44.0,42.0,27.0,43.0,48.0,50.0,49.0,22.0,27.0,44.0,50.0,42.0,34.0,30.0,22.0,50.0
DC49,2.0,18.0,39.0,0.0,39.0,49.0,44.0,0.0,48.0,48.0,0.0,15.0,0.0,0.0,24.0,45.0,35.0,43.0,52.0,22.0,49.0,18.0,10.0,0.0,0.0,43.0,0.0,54.0,17.0,14.0,19.0,27.0,53.0,47.0,16.0,49.0,26.0,42.0,38.0,26.0,40.0,45.0,51.0,44.0,36.0,60.0,50.0,23.0,100.0,18.0,45.0,38.0,47.0,45.0,56.0,52.0,42.0,32.0,55.0,19.0,27.0,50.0,56.0,31.0,21.0,44.0,20.0,54.0,51.0,43.0,14.0,21.0,51.0,43.0,21.0,43.0,42.0,13.0,16.0,22.0,40.0,49.0,25.0,26.0,20.0,13.0,45.0,43.0,26.0,21.0,21.0,43.0,41.0,44.0,23.0
DC50,3.0,36.0,20.0,3.0,21.0,19.0,16.0,1.0,19.0,26.0,2.0,54.0,0.0,1.0,45.0,17.0,28.0,13.0,17.0,42.0,16.0,50.0,52.0,2.0,0.0,34.0,0.0,11.0,51.0,50.0,45.0,31.0,17.0,15.0,48.0,14.0,43.0,19.0,23.0,37.0,32.0,10.0,21.0,16.0,35.0,17.0,15.0,44.0,18.0,100.0,30.0,23.0,18.0,17.0,17.0,11.0,23.0,37.0,12.0,53.0,41.0,11.0,19.0,35.0,42.0,23.0,53.0,11.0,10.0,14.0,47.0,46.0,26.0,24.0,43.0,28.0,22.0,55.0,51.0,49.0,38.0,20.0,48.0,40.0,44.0,49.0,11.0,19.0,42.0,47.0,37.0,21.0,33.0,19.0,39.0
DC51,2.0,17.0,37.0,0.0,36.0,37.0,35.0,0.0,42.0,33.0,1.0,29.0,0.0,0.0,32.0,36.0,30.0,42.0,42.0,27.0,39.0,20.0,28.0,1.0,0.0,39.0,0.0,35.0,31.0,20.0,33.0,43.0,33.0,36.0,29.0,40.0,31.0,39.0,40.0,33.0,38.0,39.0,42.0,43.0,42.0,33.0,43.0,32.0,45.0,30.0,100.0,39.0,44.0,42.0,48.0,39.0,42.0,39.0,36.0,20.0,37.0,34.0,37.0,38.0,35.0,46.0,25.0,43.0,35.0,36.0,22.0,37.0,46.0,46.0,38.0,39.0,43.0,28.0,27.0,31.0,29.0,47.0,30.0,35.0,26.0,22.0,36.0,37.0,32.0,26.0,33.0,39.0,46.0,37.0,35.0
DC52,1.0,13.0,32.0,0.0,47.0,37.0,42.0,0.0,47.0,46.0,0.0,22.0,0.0,0.0,22.0,48.0,54.0,49.0,36.0,29.0,45.0,23.0,23.0,0.0,0.0,39.0,0.0,44.0,26.0,23.0,24.0,30.0,47.0,39.0,21.0,38.0,33.0,43.0,52.0,29.0,29.0,44.0,48.0,38.0,32.0,41.0,49.0,35.0,38.0,23.0,39.0,100.0,45.0,46.0,34.0,50.0,50.0,34.0,48.0,17.0,31.0,38.0,45.0,30.0,34.0,43.0,26.0,37.0,45.0,43.0,23.0,32.0,46.0,38.0,33.0,44.0,41.0,18.0,21.0,22.0,38.0,39.0,31.0,30.0,29.0,18.0,42.0,46.0,29.0,27.0,28.0,47.0,40.0,52.0,28.0
DC53,1.0,11.0,45.0,0.0,38.0,48.0,54.0,0.0,52.0,50.0,0.0,25.0,0.0,0.0,18.0,49.0,40.0,55.0,50.0,19.0,50.0,18.0,13.0,0.0,0.0,38.0,0.0,53.0,19.0,17.0,18.0,31.0,46.0,48.0,19.0,45.0,22.0,50.0,37.0,17.0,36.0,54.0,48.0,53.0,34.0,51.0,56.0,28.0,47.0,18.0,44.0,45.0,100.0,52.0,47.0,58.0,45.0,28.0,48.0,14.0,26.0,57.0,59.0,19.0,27.0,42.0,17.0,57.0,59.0,51.0,22.0,18.0,36.0,52.0,26.0,42.0,45.0,15.0,14.0,14.0,31.0,58.0,20.0,14.0,18.0,12.0,50.0,44.0,22.0,23.0,28.0,51.0,50.0,50.0,22.0
DC54,0.0,5.0,44.0,1.0,54.0,49.0,58.0,0.0,51.0,46.0,0.0,21.0,0.0,1.0,18.0,52.0,34.0,58.0,47.0,13.0,44.0,12.0,19.0,0.0,0.0,39.0,0.0,63.0,13.0,17.0,14.0,26.0,47.0,50.0,12.0,57.0,19.0,59.0,34.0,13.0,31.0,60.0,51.0,67.0,36.0,59.0,55.0,24.0,45.0,17.0,42.0,46.0,52.0,100.0,45.0,64.0,48.0,23.0,61.0,13.0,23.0,54.0,54.0,20.0,18.0,58.0,13.0,64.0,63.0,60.0,17.0,20.0,43.0,50.0,17.0,38.0,50.0,9.0,15.0,20.0,24.0,53.0,18.0,15.0,16.0,7.0,56.0,53.0,16.0,11.0,21.0,49.0,35.0,47.0,15.0
DC55,1.0,17.0,42.0,0.0,39.0,43.0,47.0,1.0,53.0,43.0,1.0,18.0,0.0,0.0,17.0,48.0,33.0,50.0,41.0,22.0,47.0,22.0,18.0,0.0,0.0,38.0,0.0,44.0,21.0,19.0,30.0,29.0,40.0,46.0,13.0,49.0,19.0,47.0,46.0,25.0,38.0,47.0,45.0,49.0,40.0,55.0,52.0,29.0,56.0,17.0,48.0,34.0,47.0,45.0,100.0,50.0,44.0,32.0,48.0,18.0,26.0,50.0,54.0,37.0,30.0,43.0,18.0,52.0,49.0,48.0,14.0,26.0,41.0,42.0,19.0,41.0,48.0,14.0,17.0,21.0,27.0,50.0,28.0,29.0,22.0,12.0,46.0,42.0,24.0,25.0,24.0,46.0,41.0,41.0,26.0
DC56,1.0,5.0,45.0,0.0,52.0,46.0,71.0,0.0,54.0,47.0,0.0,12.0,0.0,0.0,16.0,63.0,38.0,69.0,60.0,13.0,57.0,10.0,12.0,0.0,0.0,30.0,0.0,64.0,13.0,14.0,7.0,23.0,48.0,56.0,7.0,64.0,18.0,64.0,35.0,13.0,32.0,66.0,49.0,59.0,37.0,58.0,66.0,17.0,52.0,11.0,39.0,50.0,58.0,64.0,50.0,100.0,49.0,27.0,67.0,10.0,16.0,57.0,61.0,22.0,20.0,46.0,12.0,65.0,62.0,61.0,10.0,16.0,43.0,47.0,16.0,33.0,53.0,8.0,12.0,13.0,21.0,67.0,15.0,18.0,12.0,5.0,62.0,57.0,16.0,11.0,12.0,55.0,43.0,55.0,21.0
DC57,0.0,10.0,39.0,0.0,51.0,50.0,51.0,0.0,46.0,32.0,0.0,18.0,0.0,0.0,21.0,51.0,51.0,52.0,38.0,26.0,48.0,18.0,16.0,0.0,0.0,34.0,0.0,50.0,26.0,19.0,24.0,29.0,46.0,46.0,24.0,49.0,26.0,55.0,50.0,21.0,32.0,52.0,55.0,52.0,37.0,49.0,47.0,23.0,42.0,23.0,42.0,50.0,45.0,48.0,44.0,49.0,100.0,31.0,42.0,13.0,34.0,49.0,50.0,28.0,28.0,37.0,24.0,46.0,58.0,56.0,20.0,32.0,44.0,45.0,26.0,41.0,42.0,20.0,22.0,24.0,24.0,53.0,29.0,30.0,15.0,13.0,42.0,51.0,24.0,24.0,21.0,47.0,43.0,54.0,25.0
DC58,1.0,26.0,22.0,0.0,36.0,28.0,23.0,0.0,29.0,25.0,0.0,44.0,0.0,0.0,52.0,32.0,41.0,28.0,36.0,36.0,32.0,44.0,42.0,1.0,0.0,32.0,0.0,26.0,38.0,47.0,42.0,37.0,33.0,33.0,44.0,26.0,33.0,26.0,37.0,39.0,27.0,30.0,29.0,29.0,39.0,24.0,30.0,44.0,32.0,37.0,39.0,34.0,28.0,23.0,32.0,27.0,31.0,100.0,27.0,29.0,43.0,18.0,24.0,43.0,44.0,25.0,42.0,21.0,25.0,22.0,36.0,56.0,37.0,30.0,41.0,38.0,44.0,39.0,47.0,37.0,39.0,28.0,52.0,43.0,39.0,38.0,28.0,24.0,42.0,50.0,42.0,28.0,37.0,29.0,41.0
DC59,0.0,5.0,34.0,0.0,52.0,48.0,63.0,0.0,50.0,46.0,0.0,14.0,0.0,0.0,19.0,60.0,35.0,64.0,52.0,12.0,56.0,9.0,6.0,0.0,0.0,35.0,0.0,66.0,11.0,14.0,11.0,26.0,42.0,61.0,11.0,58.0,19.0,59.0,38.0,17.0,26.0,63.0,53.0,64.0,38.0,62.0,58.0,22.0,55.0,12.0,36.0,48.0,48.0,61.0,48.0,67.0,42.0,27.0,100.0,6.0,20.0,61.0,64.0,29.0,18.0,50.0,10.0,63.0,62.0,61.0,15.0,20.0,45.0,54.0,16.0,35.0,52.0,5.0,13.0,13.0,30.0,63.0,13.0,18.0,11.0,5.0,62.0,55.0,11.0,14.0,19.0,49.0,35.0,53.0,17.0
DC60,9.0,50.0,21.0,11.0,18.0,15.0,8.0,10.0,13.0,24.0,10.0,50.0,8.0,10.0,45.0,11.0,21.0,7.0,16.0,46.0,13.0,52.0,51.0,11.0,8.0,33.0,8.0,11.0,51.0,56.0,41.0,23.0,17.0,11.0,43.0,12.0,40.0,17.0,21.0,40.0,34.0,9.0,17.0,8.0,29.0,16.0,7.0,43.0,19.0,53.0,20.0,17.0,14.0,13.0,18.0,10.0,13.0,29.0,6.0,100.0,47.0,11.0,12.0,30.0,37.0,11.0,51.0,15.0,9.0,11.0,48.0,41.0,30.0,18.0,36.0,22.0,16.0,48.0,49.0,45.0,36.0,12.0,47.0,36.0,52.0,53.0,9.0,12.0,40.0,37.0,41.0,14.0,20.0,12.0,45.0
DC61,1.0,36.0,22.0,1.0,20.0,22.0,17.0,1.0,24.0,26.0,1.0,41.0,0.0,1.0,44.0,25.0,40.0,18.0,24.0,38.0,27.0,46.0,37.0,2.0,0.0,47.0,0.0,15.0,47.0,46.0,50.0,36.0,30.0,29.0,39.0,21.0,39.0,21.0,38.0,38.0,34.0,20.0,37.0,22.0,35.0,22.0,21.0,47.0,27.0,41.0,37.0,31.0,26.0,23.0,26.0,16.0,34.0,43.0,20.0,47.0,100.0,17.0,20.0,45.0,43.0,30.0,42.0,21.0,22.0,18.0,35.0,40.0,33.0,29.0,40.0,35.0,24.0,42.0,39.0,37.0,40.0,20.0,45.0,47.0,39.0,41.0,17.0,21.0,47.0,36.0,47.0,24.0,30.0,21.0,54.0
DC62,0.0,7.0,42.0,0.0,42.0,65.0,65.0,0.0,45.0,49.0,0.0,12.0,0.0,0.0,12.0,53.0,34.0,70.0,54.0,19.0,59.0,12.0,9.0,0.0,0.0,36.0,0.0,67.0,14.0,6.0,11.0,28.0,46.0,59.0,11.0,51.0,20.0,62.0,38.0,17.0,26.0,66.0,53.0,55.0,34.0,70.0,55.0,16.0,50.0,11.0,34.0,38.0,57.0,54.0,50.0,57.0,49.0,18.0,61.0,11.0,17.0,100.0,59.0,24.0,16.0,49.0,10.0,64.0,63.0,73.0,13.0,18.0,35.0,53.0,21.0,30.0,44.0,9.0,16.0,12.0,24.0,58.0,11.0,17.0,9.0,9.0,60.0,61.0,15.0,16.0,20.0,53.0,50.0,61.0,15.0
DC63,1.0,4.0,41.0,0.0,52.0,47.0,59.0,0.0,47.0,53.0,0.0,12.0,0.0,0.0,16.0,50.0,38.0,56.0,41.0,15.0,51.0,14.0,11.0,1.0,0.0,34.0,0.0,60.0,16.0,17.0,12.0,21.0,54.0,57.0,10.0,56.0,23.0,57.0,35.0,16.0,34.0,50.0,55.0,54.0,40.0,60.0,62.0,22.0,56.0,19.0,37.0,45.0,59.0,54.0,54.0,61.0,50.0,24.0,64.0,12.0,20.0,59.0,100.0,20.0,18.0,45.0,11.0,65.0,64.0,61.0,19.0,20.0,41.0,43.0,14.0,42.0,49.0,6.0,11.0,16.0,28.0,53.0,19.0,13.0,12.0,8.0,52.0,52.0,19.0,17.0,22.0,46.0,47.0,51.0,14.0
DC64,2.0,31.0,25.0,0.0,25.0,29.0,26.0,1.0,28.0,26.0,0.0,41.0,0.0,0.0,46.0,32.0,32.0,21.0,23.0,48.0,31.0,39.0,36.0,1.0,0.0,34.0,0.0,22.0,41.0,40.0,43.0,47.0,22.0,33.0,43.0,31.0,45.0,28.0,34.0,48.0,38.0,20.0,26.0,25.0,38.0,23.0,26.0,43.0,31.0,35.0,38.0,30.0,19.0,20.0,37.0,22.0,28.0,43.0,29.0,30.0,45.0,24.0,20.0,100.0,43.0,26.0,47.0,21.0,24.0,27.0,31.0,40.0,31.0,35.0,55.0,30.0,32.0,36.0,46.0,45.0,39.0,23.0,42.0,46.0,43.0,39.0,29.0,28.0,50.0,38.0,41.0,35.0,32.0,28.0,53.0
DC65,1.0,30.0,17.0,0.0,31.0,27.0,24.0,1.0,25.0,20.0,1.0,47.0,0.0,0.0,42.0,27.0,45.0,32.0,29.0,51.0,28.0,48.0,47.0,1.0,0.0,35.0,0.0,21.0,48.0,49.0,55.0,42.0,23.0,25.0,47.0,20.0,37.0,27.0,40.0,43.0,29.0,25.0,30.0,17.0,32.0,21.0,22.0,48.0,21.0,42.0,35.0,34.0,27.0,18.0,30.0,20.0,28.0,44.0,18.0,37.0,43.0,16.0,18.0,43.0,100.0,25.0,44.0,14.0,20.0,22.0,39.0,52.0,27.0,29.0,57.0,36.0,31.0,47.0,52.0,45.0,36.0,25.0,43.0,50.0,49.0,47.0,26.0,21.0,45.0,51.0,48.0,26.0,35.0,30.0,52.0
DC66,1.0,9.0,40.0,0.0,44.0,51.0,52.0,0.0,54.0,39.0,0.0,24.0,0.0,0.0,20.0,42.0,31.0,49.0,43.0,21.0,44.0,17.0,14.0,0.0,0.0,41.0,0.0,51.0,17.0,16.0,29.0,28.0,43.0,43.0,23.0,54.0,28.0,43.0,29.0,20.0,31.0,56.0,51.0,51.0,32.0,52.0,53.0,24.0,44.0,23.0,46.0,43.0,42.0,58.0,43.0,46.0,37.0,25.0,50.0,11.0,30.0,49.0,45.0,26.0,25.0,100.0,16.0,54.0,55.0,48.0,21.0,30.0,41.0,50.0,23.0,43.0,44.0,15.0,18.0,20.0,35.0,44.0,15.0,24.0,18.0,10.0,47.0,54.0,23.0,21.0,21.0,47.0,39.0,50.0,20.0
DC67,1.0,37.0,18.0,2.0,17.0,17.0,9.0,1.0,19.0,18.0,1.0,58.0,0.0,2.0,51.0,18.0,36.0,10.0,13.0,60.0,14.0,59.0,51.0,1.0,0.0,29.0,0.0,9.0,54.0,58.0,54.0,44.0,16.0,12.0,54.0,17.0,47.0,20.0,31.0,52.0,33.0,7.0,17.0,11.0,37.0,7.0,14.0,54.0,20.0,53.0,25.0,26.0,17.0,13.0,18.0,12.0,24.0,42.0,10.0,51.0,42.0,10.0,11.0,47.0,44.0,16.0,100.0,9.0,9.0,10.0,48.0,54.0,31.0,21.0,60.0,27.0,18.0,55.0,58.0,53.0,33.0,17.0,62.0,54.0,58.0,58.0,10.0,16.0,51.0,52.0,44.0,14.0,26.0,19.0,50.0
DC68,1.0,8.0,47.0,0.0,50.0,45.0,66.0,0.0,56.0,53.0,0.0,13.0,0.0,1.0,12.0,56.0,27.0,59.0,56.0,14.0,53.0,12.0,7.0,0.0,0.0,39.0,0.0,62.0,6.0,11.0,11.0,21.0,54.0,54.0,7.0,58.0,21.0,59.0,35.0,14.0,33.0,65.0,58.0,57.0,33.0,64.0,63.0,15.0,54.0,11.0,43.0,37.0,57.0,64.0,52.0,65.0,46.0,21.0,63.0,15.0,21.0,64.0,65.0,21.0,14.0,54.0,9.0,100.0,67.0,62.0,19.0,12.0,49.0,51.0,15.0,39.0,47.0,9.0,7.0,12.0,25.0,65.0,11.0,18.0,11.0,6.0,55.0,51.0,20.0,11.0,24.0,51.0,44.0,50.0,14.0
DC69,0.0,8.0,37.0,0.0,60.0,60.0,65.0,0.0,54.0,48.0,0.0,15.0,0.0,0.0,12.0,65.0,43.0,61.0,51.0,14.0,59.0,12.0,10.0,0.0,0.0,33.0,0.0,74.0,8.0,9.0,16.0,23.0,49.0,62.0,11.0,58.0,19.0,56.0,38.0,9.0,31.0,70.0,63.0,53.0,30.0,61.0,65.0,20.0,51.0,10.0,35.0,45.0,59.0,63.0,49.0,62.0,58.0,25.0,62.0,9.0,22.0,63.0,64.0,24.0,20.0,55.0,9.0,67.0,100.0,63.0,14.0,16.0,41.0,49.0,19.0,41.0,53.0,8.0,11.0,14.0,28.0,63.0,14.0,16.0,13.0,7.0,68.0,52.0,19.0,13.0,21.0,53.0,49.0,59.0,15.0
